event_time,symbol,price,quantity,trade_time
2026-04-12 12:09:25.335000,BTCUSDT,71674.43,0.00014,2026-04-12 12:09:25.334000
2026-04-12 12:09:25.335000,BTCUSDT,71674.43,0.00014,2026-04-12 12:09:25.334000
2026-04-12 12:09:25.335000,BTCUSDT,71674.43,7e-05,2026-04-12 12:09:25.334000
2026-04-12 12:09:25.335000,BTCUSDT,71674.43,7e-05,2026-04-12 12:09:25.334000
2026-04-12 12:09:25.335000,BTCUSDT,71674.43,0.00237,2026-04-12 12:09:25.334000
2026-04-12 12:09:25.591000,BTCUSDT,71674.43,0.01395,2026-04-12 12:09:25.591000
2026-04-12 12:09:25.633000,BTCUSDT,71674.43,7e-05,2026-04-12 12:09:25.633000
2026-04-12 12:09:25.858000,BTCUSDT,71674.44,0.00401,2026-04-12 12:09:25.857000
2026-04-12 12:09:26.091000,BTCUSDT,71674.44,0.00017,2026-04-12 12:09:26.090000
2026-04-12 12:09:26.639000,BTCUSDT,71674.43,0.01605,2026-04-12 12:09:26.639000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.04369,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.00014,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.00327,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.003,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.0013,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.00014,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.00014,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.00014,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,7e-05,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,7e-05,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.00047,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.00014,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.00189,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.00028,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,7e-05,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.11616,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.13299,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.13708,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.01709,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.198,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.00069,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.13606,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.00414,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.00313,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.00669,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.00142,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.014,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,0.014,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,8e-05,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,8e-05,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,8e-05,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,8e-05,2026-04-12 12:09:26.891000
2026-04-12 12:09:26.892000,BTCUSDT,71674.44,8e-05,2026-04-12 12:09:26.891000
