event_time,symbol,price,quantity,trade_time
2026-04-12 11:00:29.748000,BTCUSDT,71685.48,0.00012,2026-04-12 11:00:29.748000
2026-04-12 11:00:29.782000,BTCUSDT,71685.48,0.00035,2026-04-12 11:00:29.782000
2026-04-12 11:00:29.784000,BTCUSDT,71685.47,0.0001,2026-04-12 11:00:29.784000
2026-04-12 11:00:29.840000,BTCUSDT,71685.47,0.00298,2026-04-12 11:00:29.840000
2026-04-12 11:00:30.397000,BTCUSDT,71685.48,0.00014,2026-04-12 11:00:30.396000
2026-04-12 11:00:30.402000,BTCUSDT,71685.48,0.00096,2026-04-12 11:00:30.401000
2026-04-12 11:00:30.651000,BTCUSDT,71685.48,0.00066,2026-04-12 11:00:30.651000
2026-04-12 11:00:30.745000,BTCUSDT,71685.48,0.00042,2026-04-12 11:00:30.745000
2026-04-12 11:00:30.895000,BTCUSDT,71685.48,0.00032,2026-04-12 11:00:30.895000
2026-04-12 11:00:30.969000,BTCUSDT,71685.48,0.00014,2026-04-12 11:00:30.969000
2026-04-12 11:00:31.096000,BTCUSDT,71685.47,0.00018,2026-04-12 11:00:31.096000
2026-04-12 11:00:31.371000,BTCUSDT,71685.48,0.00093,2026-04-12 11:00:31.371000
2026-04-12 11:00:31.381000,BTCUSDT,71685.48,0.00014,2026-04-12 11:00:31.381000
2026-04-12 11:00:31.385000,BTCUSDT,71685.48,0.00028,2026-04-12 11:00:31.385000
2026-04-12 11:00:31.635000,BTCUSDT,71685.48,0.0014,2026-04-12 11:00:31.634000
2026-04-12 11:00:31.795000,BTCUSDT,71685.48,0.0007,2026-04-12 11:00:31.795000
2026-04-12 11:00:31.990000,BTCUSDT,71685.48,0.00697,2026-04-12 11:00:31.990000
2026-04-12 11:00:32.069000,BTCUSDT,71685.48,0.00014,2026-04-12 11:00:32.069000
2026-04-12 11:00:32.074000,BTCUSDT,71685.47,0.00044,2026-04-12 11:00:32.074000
2026-04-12 11:00:32.175000,BTCUSDT,71685.48,9e-05,2026-04-12 11:00:32.175000
2026-04-12 11:00:32.231000,BTCUSDT,71685.48,0.00014,2026-04-12 11:00:32.230000
2026-04-12 11:00:32.231000,BTCUSDT,71685.48,0.00035,2026-04-12 11:00:32.231000
2026-04-12 11:00:32.334000,BTCUSDT,71685.48,0.00014,2026-04-12 11:00:32.334000
2026-04-12 11:00:32.483000,BTCUSDT,71685.48,0.00012,2026-04-12 11:00:32.482000
2026-04-12 11:00:32.522000,BTCUSDT,71685.48,0.00516,2026-04-12 11:00:32.522000
2026-04-12 11:00:33.066000,BTCUSDT,71685.48,0.00011,2026-04-12 11:00:33.066000
2026-04-12 11:00:33.066000,BTCUSDT,71685.48,0.00051,2026-04-12 11:00:33.066000
2026-04-12 11:00:33.066000,BTCUSDT,71685.48,0.00021,2026-04-12 11:00:33.066000
2026-04-12 11:00:33.066000,BTCUSDT,71685.48,0.00021,2026-04-12 11:00:33.066000
2026-04-12 11:00:33.066000,BTCUSDT,71685.48,0.00021,2026-04-12 11:00:33.066000
2026-04-12 11:00:33.066000,BTCUSDT,71685.48,0.00031,2026-04-12 11:00:33.066000
2026-04-12 11:00:33.066000,BTCUSDT,71685.48,0.00031,2026-04-12 11:00:33.066000
2026-04-12 11:00:33.066000,BTCUSDT,71685.48,0.00021,2026-04-12 11:00:33.066000
2026-04-12 11:00:33.066000,BTCUSDT,71685.48,0.00051,2026-04-12 11:00:33.066000
2026-04-12 11:00:33.066000,BTCUSDT,71685.48,8e-05,2026-04-12 11:00:33.066000
2026-04-12 11:00:33.066000,BTCUSDT,71685.48,8e-05,2026-04-12 11:00:33.066000
2026-04-12 11:00:33.066000,BTCUSDT,71685.48,8e-05,2026-04-12 11:00:33.066000
2026-04-12 11:00:33.066000,BTCUSDT,71685.48,0.01112,2026-04-12 11:00:33.066000
2026-04-12 11:00:33.247000,BTCUSDT,71685.48,0.00035,2026-04-12 11:00:33.247000
2026-04-12 11:00:33.546000,BTCUSDT,71685.48,0.00014,2026-04-12 11:00:33.546000
2026-04-12 11:00:33.775000,BTCUSDT,71685.48,0.00128,2026-04-12 11:00:33.775000
2026-04-12 11:00:33.781000,BTCUSDT,71685.48,0.00014,2026-04-12 11:00:33.781000
2026-04-12 11:00:34.075000,BTCUSDT,71685.47,0.00141,2026-04-12 11:00:34.075000
2026-04-12 11:00:34.141000,BTCUSDT,71685.47,0.00017,2026-04-12 11:00:34.141000
2026-04-12 11:00:34.299000,BTCUSDT,71685.47,0.0005,2026-04-12 11:00:34.298000
2026-04-12 11:00:34.345000,BTCUSDT,71685.48,0.00082,2026-04-12 11:00:34.344000
2026-04-12 11:00:34.370000,BTCUSDT,71685.48,0.0001,2026-04-12 11:00:34.370000
2026-04-12 11:00:34.397000,BTCUSDT,71685.48,0.0007,2026-04-12 11:00:34.396000
2026-04-12 11:00:35.035000,BTCUSDT,71685.48,0.00028,2026-04-12 11:00:35.035000
2026-04-12 11:00:35.180000,BTCUSDT,71685.48,0.00014,2026-04-12 11:00:35.180000
2026-04-12 11:00:36.111000,BTCUSDT,71685.47,0.01828,2026-04-12 11:00:36.110000
